,Unnamed: 0,id,created_at,clean_text,hashtags,place,timeline
0,0,1.20046E+18,2019-11-29 17:12:16+00:00,It 's another SustyFriday Today wade Air Pollution Nigeria Causes Effects Solutions ..,"Sustyfacts, Sustyfriday",,pre
1,1,1.20047E+18,2019-11-29 17:38:57+00:00,Get required information knowledge Thank thread,"AirPollution, Nigeria, StareDownOnPollution, BeatAirPollution, SustyFacts, SustyFriday, SOTSOnDuty","Lagos, Nigeria",pre
2,2,1.192E+18,2019-11-06 08:38:05+00:00,kills million people every year main driver Children exposed high levels air pollution may greater risk chronic diseases,"AirPollution, ClimateChange","Lagos, Nigeria",pre
3,3,1.21163E+18,2019-12-30 12:59:14+00:00,Climate Change Bastardize ecological footprints Nation Just last month New Delhi witnessed 's worst air pollution,,"Ikeja, Nigeria",pre
4,4,1.19194E+18,2019-11-06 05:05:00+00:00,Pollution Delhi hit dangerous levels entering `` severe-plus emergency '' category,,,pre
5,5,1.19198E+18,2019-11-06 07:07:25+00:00,`` As Air Quality Index AQI breached allowable figures authorities New Delhi introduced odd-even scheming vehicular movements vehicles population reduced half alternation '',,"Ikeja, Nigeria",pre
6,6,1.21188E+18,2019-12-31 05:41:11+00:00,Even AQI sensors went mad,,"Ikeja, Nigeria",pre
7,7,1.21857E+18,2020-01-18 16:18:11+00:00,Honestly Leno isnt good people make look Has lot work become thinks,,,pre
8,8,1.21841E+18,2020-01-18 06:01:52+00:00,know Tacha Writers Block remedy Only writers understand ... She 's,"TachaXTitanscollection, FreshAir","Ikeja, Nigeria",pre
9,9,1.21858E+18,2020-01-18 16:56:02+00:00,U getting Gradually gradually u get,freshair,"Lagos, Nigeria",pre
10,10,1.24128E+18,2020-03-21 08:40:45+00:00,Forests cover Earths surface Forests trees store carbon helps mitigate impacts climate change around urban areas also improve local climate helping save energy used heating -50 percent,"IntForestDay, BetterWithForests","Lagos, Nigeria",pre
11,11,1.24128E+18,2020-03-21 08:40:50+00:00,Strategic placement trees urban areas cool air degrees Celsius reducing air conditioning needs percent.Urban trees excellent air filters removing harmful pollutants air fine particulates,,"Lagos, Nigeria",pre
12,12,1.22972E+18,2020-02-18 10:33:34+00:00,,"GreenPeace, AirPollution","Cape Town, South Africa",pre
13,13,1.22753E+18,2020-02-12 09:31:08+00:00,Official update Oceana Fishmeal Factory Hout Bay closed,"FAHB, Oceana, HoutBay, Houtbayfishmealfactory, houtbayHarbour, freshairforhoutbay, airpollution","Hout Bay, South Africa",pre
14,14,1.19026E+18,2019-11-01 13:41:56+00:00,BBC News Millions masks distributed students 'gas chamber Delhi //,"airpollution, toxicair, foreverychild, cleanair","Cape Town, South Africa",pre
15,15,1.19414E+18,2019-11-12 06:11:31+00:00,The govt India needs proactive tackling increasing air pollution Delhi many Indian cities Requires carefully looking situation coming sustainable solutions Look Beijing example,"AirPollution, DelhiAirEmergency","Cape Town, South Africa",pre
16,16,1.19414E+18,2019-11-12 06:14:43+00:00,One idea stood using smog catching ionizing towers Dutch entrepreneur,"AirPollution, DelhiAirEmergency","Cape Town, South Africa",pre
17,17,1.20074E+18,2019-11-30 11:28:50+00:00,EXIT COAL ENTER FUTURE Massenhaft und ungehorsam auf dem Weg zu Klimagerechtigkeit,"AlleGegenKohle, EndeGelaende",,pre
18,18,1.20082E+18,2019-11-30 16:59:54+00:00,Mass civil disobedience action Germany More occupy coal mine stopping operations temporarily,"endcoal, climatejustice","Cape Town, South Africa",pre
19,19,1.20147E+18,2019-12-02 11:55:05+00:00,Mlna David 's obs TOP CLASS,,"Cape Town, South Africa",pre
20,20,1.22432E+18,2020-02-03 13:21:09+00:00,Cold water myprodol medlemon lucozade meal.Idk works,,"Cape Town, South Africa",pre
21,21,1.20739E+18,2019-12-18 20:16:02+00:00,My baby.. chommie dums partner You know reggest girl world ne Thank accepting Dom behavior You fav I 'm thankful.. I love friend,,"Cape Town, South Africa",pre
22,22,1.22432E+18,2020-02-03 13:13:30+00:00,poeste headache Like poeste one Like big,,,pre
23,23,1.21677E+18,2020-01-13 17:16:53+00:00,I born game Les Dala..,,"Cape Town, South Africa",pre
24,24,1.2014E+18,2019-12-02 07:19:08+00:00,someone pls recommend good marriage class,,,pre
25,25,1.21677E+18,2020-01-13 17:27:53+00:00,thank always hyping thank teaching true meaning friendship first year university,,,pre
26,26,1.20302E+18,2019-12-06 18:42:03+00:00,ou sieka,,,pre
27,27,1.21678E+18,2020-01-13 17:32:25+00:00,This friends doe.. I 'll always hype I 'll make feel important girl,,"Cape Town, South Africa",pre
28,28,1.20302E+18,2019-12-06 18:21:31+00:00,My ou kak cause I 'm going says I spend little time home I 'm home I lam room mense tiep lam.To tripping trynna good time man.Permi making swak ouense,,"Cape Town, South Africa",pre
29,29,1.21677E+18,2020-01-13 17:26:54+00:00,even though I ai n't shit You still hype fuck me.. plus amazing smile.. adorable smile makes heart skip beat,,"Cape Town, South Africa",pre
30,30,1.20302E+18,2019-12-06 18:42:46+00:00,Do bilingual understand parents,,"Cape Town, South Africa",pre
31,31,1.19026E+18,2019-11-01 13:41:56+00:00,BBC News Millions masks distributed students 'gas chamber Delhi //,"airpollution, toxicair, foreverychild, cleanair","Cape Town, South Africa",pre
32,32,1.24075E+18,2020-03-19 21:15:20+00:00,Instead sitting traffic got walk beach work ... without touching anyone,"socialdistancing, covid, houtbay, beach, donttouchme, sunshine, freshair, stayhealthy, exercise, keithtwins","Hout Bay, South Africa",pre
33,33,1.2009E+18,2019-11-30 22:12:20+00:00,Getting fresh air enjoying sea breeze V amp A Waterfront,"freshair, seabreeze","Mitchell's Plain, South Africa",pre
34,34,1.19563E+18,2019-11-16 09:09:31+00:00,Unisa Western Cape Region,"freshair, rooftop, exams","Parow, South Africa",pre
35,35,1.24166E+18,2020-03-22 09:27:41+00:00,While still ... Top Of Chappies,"socialdistancing, freshair, ride, chappies, keepingthesquirrelsquiet","Cape Town, South Africa",pre
36,36,1.1946E+18,2019-11-13 12:55:27+00:00,morning leigh_anne_kenny Seapoint Bantry Bay Promenade,"seapoint, pool, morningswims, powerwalks, capetown, summervibes, earlybirds, mist, ocean, blueskies, freshair, lovemyhood, beautyinyoursurroundings","Cape Town, South Africa",pre
37,37,1.20499E+18,2019-12-12 05:18:29+00:00,This adventure I would advise anyone everyone breathtaking scenery Cape Town,"Hiking, Adventuring, Exploring, Fitness, FreshAir, Mountains, Caves, LivingTheLifeYouLove, DoMore","Cape Town, South Africa",pre
38,38,1.23988E+18,2020-03-17 12:00:59+00:00,restraints sound Mouille Point Promenade,"coronavirus, powerwalk, freshair, ocean, sunshine","Cape Town, South Africa",pre
39,39,1.2444E+18,2020-03-29 23:13:14+00:00,Bottle,,"Soweto, South Africa",pre
40,40,1.21551E+18,2020-01-10 05:28:49+00:00,If smell pungent air morning theres east wind blowing emissions coal plants Joburg AQI around moment Eskoms health cant afford apparently childrens health,,"Sandton, South Africa",pre
41,41,1.2424E+18,2020-03-24 10:25:24+00:00,At old Weltevredenpark Gauteng South Africa,"neighborhood, adventuretime, freshair, lockdown","Roodepoort, South Africa",pre
42,42,1.2279E+18,2020-02-13 10:27:35+00:00,Take time get smell roses.Well ... arent roses ... least could enjoy little purple flowers,"GetOutThere, FreshAir","Roodepoort, South Africa",pre
43,43,1.20028E+18,2019-11-29 05:12:08+00:00,Me nature always makes awesome adventure ... ..,"latergram, flashbackfriday, metime, trailwalk, trailrunning, morningperson, morningbuzz, soundsofnature, nature, outdoors, freshair",South Africa,pre
44,44,1.23281E+18,2020-02-26 23:16:57+00:00,A back I particulates campaign challenge I think bring awareness LBGTIQ community It wonderful experience coz first time make I actually went,,"Midrand, South Africa",pre
45,45,1.2339E+18,2020-02-29 23:25:57+00:00,My interview BBC World Service //,AirPollution,"Central, Ghana",pre
46,46,1.23827E+18,2020-03-13 00:47:43+00:00,Great news Helps tackle Emissions imported old vehicles major source,AirPollution,"Cape Coast, Ghana",pre
47,47,1.23344E+18,2020-02-28 17:05:09+00:00,Luxembourg first country make public transport free,,,pre
48,48,1.1902E+18,2019-11-01 09:42:51+00:00,ACCRA Smoke lungsLarge plumes black grey smoke Accra city Whenever e-waste burnt happens city live A huge smoke majestically travels share present lungs,"MyGhana, Airpollution, PaulAddoPhotography","Oyarifa, Ghana",pre
49,49,1.23481E+18,2020-03-03 11:55:28+00:00,Great initiative Mitigate big time How I wish countries Africa follow suit,"AirPollution, ClimateChange","Cape Coast, Ghana",pre
50,50,1.23389E+18,2020-02-29 23:07:41+00:00,Green infrastructure mitigates,AirPollution,"Central, Ghana",pre
51,51,1.21466E+18,2020-01-07 21:36:07+00:00,Harmattan Accra peak Suspended sand particles blown way Sahara Ca n't wait see blue skies back Get monitoring device today ...,"AirSense, AirQuality, sensors","Accra, Ghana",pre
52,52,1.20617E+18,2019-12-15 11:26:56+00:00,The question `` government air pollution '' question help,"AirPollution, airquality, cop25","New Delhi, India",pre
53,53,1.20634E+18,2019-12-15 22:13:26+00:00,Absolutely We helping Ghana project What improve,AirQuality,"Central, Ghana",pre
54,54,1.22841E+18,2020-02-14 20:10:13+00:00,Now time step local national regional global efforts tackle slow,"AirPollution, ClimateChange","Nairobi, Kenya",pre
55,55,1.22836E+18,2020-02-14 16:57:19+00:00,Air pollution responsible millions premature deaths year costs global economy trillions dollars contributing climate crisis But solutions stop //,BreatheLife,,pre
56,56,1.19504E+18,2019-11-14 17:56:55+00:00,DYK deaths among children caused toxins inhaled household cooking polluting inefficient stoves amp fuels tool ensuring children around world live healthier longer lives,"pneumonia, airpollution, CleanCookingIs","Nairobi, Kenya",pre
57,57,1.19491E+18,2019-11-14 09:41:16+00:00,Vehicle population continue grow Africa exacerbating problem hence need efficient convenient attractive public transport system,airpollution,"Nairobi, Kenya",pre
58,58,1.20513E+18,2019-12-12 14:03:56+00:00,E-mobility way go order beat traffic cities,AirPollution,"Nairobi, Kenya",pre
59,59,1.20471E+18,2019-12-11 10:28:48+00:00,Congrats successful launch KM traveled e-motorcycles assembled Rwanda With reliable electricity supply Rwandas enthusiasm e-mobility set go Thanks supporting clean innovation,,,pre
60,60,1.19462E+18,2019-11-13 14:34:22+00:00,This great African Development Bank decides fund Kenya coal project,endCoal,"Nairobi, Kenya",pre
61,61,1.23092E+18,2020-02-21 18:33:20+00:00,It 's responsibility deepens povertyThreaten food water supplyMakes people homelessReduces,"FridaysForFuture, ClimateCrisis, AirQuality",Central Park Nairobi,pre
62,62,1.21534E+18,2020-01-09 18:23:13+00:00,readings Vaisala AQT420 sensor sisal waste site Taita Kenya High PM10 values indicate burning amp variation caused changes wind direction But explain high peak Jan,"PM10, airquality, burning","Nairobi, Kenya",pre
63,63,1.19232E+18,2019-11-07 05:45:15+00:00,The first Management course leading partnering officers We hope one many,"AirQuality, Counties, Environment, Health, trainthetrainers","Nairobi, Kenya",pre
64,64,1.2108E+18,2019-12-28 05:55:52+00:00,Most proud moment th year Atmospheric Pollution students get introduced first time courtesy Hope become researchers field,"STEMeducation, AirQuality, Sensors, ParticulateMatter, beatairpollution","Nairobi, Kenya",pre
65,65,1.19198E+18,2019-11-06 07:35:10+00:00,Pleased officially open day air quality management training Enviroment Health Officers Nairobi City County Government,,,pre
66,66,1.21766E+18,2020-01-16 04:11:20+00:00,Capitol Ethiopia African Union bathing morning sun Rising sun burns clouds see centre Addis Abeba,"smog, airquality, urbanization, megatrends","Nairobi, Kenya",pre
67,67,1.24179E+18,2020-03-22 18:06:00+00:00,,"freshair, yoga, SundayFunday","Nairobi, Kenya",pre
68,68,1.19577E+18,2019-11-16 18:17:58+00:00,Great hear Netherlands renewed support interest strengthen Interface Climate Adaptation amp Mitigation Science Agenda,"EnvironmentFund, SciencePolicy, emissions","Nairobi, Kenya",pre
69,69,1.19539E+18,2019-11-15 17:00:18+00:00,The Netherlands renewed commitment Environment Fund provides bedrock work worldwide including enabling science-based policymaking capacity-building amp results-focused programme management Learn,,,pre
70,70,1.20433E+18,2019-12-10 09:25:42+00:00,Presenting report Committee Permanent Representatives today yet peaking ambitious enough The World needs increase ambition accelerate action,"emissionsgap, Nairobi, Emissions, NDCs","Nairobi, Kenya",pre
71,71,1.21928E+18,2020-01-20 15:39:50+00:00,What priority Secretary General starts second term Cutting shipping Read open letter civil society organisations,"emissions, ClimateCrisis","Nairobi, Kenya",pre
72,72,1.21766E+18,2020-01-16 04:11:20+00:00,Capitol Ethiopia African Union bathing morning sun Rising sun burns clouds see centre Addis Abeba,"smog, airquality, urbanization, megatrends","Nairobi, Kenya",pre
73,73,1.21299E+18,2020-01-03 07:09:36+00:00,First run Jan Few days ago I home air pollution hazardous levels amp today Kilifi county Kenya air pollution rated good kills Kenya blessed nature geography amp wonderful people,AirPollution,"Kilifi, Kenya",pre
74,74,1.23372E+18,2020-02-29 11:41:43+00:00,existential urban development threat This coming week gather experts discuss status costs air pollution Kampala Write us would like attend Follow conversations via,"AirPollution, KlaCleanAir, UgandaGreenGrowth",Golden Tulip Hotel,pre
75,75,1.19424E+18,2019-11-12 13:08:39+00:00,Jane Rendell makes facilitation breakout session workshop Kampala In line strict reduced flying stance academic conferences,"virtual, videolink, lower, emissions",Hotel Africana Health Club,pre
76,0,1.25021E+18,2020-04-15 00:09:25+00:00,To make situation worse supply windows need opened Do n't know best situation securities adviced residents put generator p.m,,"Ikotun, Nigeria",during
77,1,1.25024E+18,2020-04-15 01:40:08+00:00,Kindly help retweet stop burning tyres,airpollution,"Ikotun, Nigeria",during
78,2,1.28379E+18,2020-07-16 15:26:45+00:00,Quality watchword We deliver exceptional results.How ur day,"ostenlaboratory, fieldwork, thursdaymotivation, fields, sampling, airquality, clearenergy, ostenclearenergy","Lagos, Nigeria",during
79,3,1.28803E+18,2020-07-28 08:27:03+00:00,Osten Laboratoryits always something new excting love Lagos Nigeria,"airquality, sampecollection, ostenlaboratory, ostenteam","Lagos, Nigeria",during
80,4,1.28586E+18,2020-07-22 08:54:25+00:00,"Air Purifier Purifies air diffusing fragrance space This must-have Fragrances sold separately.Air Purifier- ,500Fragrance ,500","airpurifier, cleanair, perfumemist, home","Lagos, Nigeria",during
81,5,1.24971E+18,2020-04-13 15:02:49+00:00,Good evening Nigeria ... hope edifying youre body much soul Lagos Nigeria,"freshair, freshface, freshcut, selfdevelopment, selfawareness, unlearntolearnagain","Lagos, Nigeria",during
82,6,1.27621E+18,2020-06-25 17:55:42+00:00,SOFT PINK FLORAL BORDER FABRIC LENGHT BY BALL DRESS STYLE INSPIRATION,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings","Lagos, Nigeria",during
83,7,1.27621E+18,2020-06-25 18:02:24+00:00,GREY BORDER FABRIC LENGHT BY BALL DRESS STYLE INSPIRATION,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness","Lagos, Nigeria",during
84,8,1.26761E+18,2020-06-02 00:14:33+00:00,No Im reading Im sorry,,"Cape Town, South Africa",during
85,9,1.24915E+18,2020-04-12 01:34:53+00:00,All time,,"Cape Town, South Africa",during
86,10,1.24911E+18,2020-04-11 22:47:26+00:00,Sent crush heartfelt paragraph response Shukran much DMs open,,"Cape Town, South Africa",during
87,11,1.26271E+18,2020-05-19 11:38:15+00:00,auj wake early morning I time go roek entjie,,"Cape Town, South Africa",during
88,12,1.26271E+18,2020-05-19 11:34:44+00:00,Jy eesaa I tell mommy take entjies,,,during
89,13,1.26761E+18,2020-06-01 23:56:57+00:00,I AM BEYOND JAS I AM BEYOND KWAAD DAY VARK ONE OF THE ALCOHOL BAN BEING LIFTED AND SOMEONE ALREADY GOT KILLED BY A DRUNK DRIVER I AM JAS ON BEHALF OF MY FRIEND AND HIS FAMILY SOMEONE NEEDS TO BE HELD ACCOUNTABLE,,,during
90,14,1.26892E+18,2020-06-05 15:11:08+00:00,tell us pls,,"Cape Town, South Africa",during
91,15,1.28177E+18,2020-07-11 01:57:12+00:00,Shukraan Aqilaaaaaah,,"Cape Town, South Africa",during
92,16,1.26888E+18,2020-06-05 12:25:46+00:00,stopped bcz deactivated pls,,"Cape Town, South Africa",during
93,17,1.25973E+18,2020-05-11 06:13:21+00:00,Its fine like,,"Parow, South Africa",during
94,18,1.2536E+18,2020-04-24 08:25:42+00:00,Butterscotch latte,,"Elsies River, South Africa",during
95,19,1.28449E+18,2020-07-18 14:24:49+00:00,never gotten license,,,during
96,20,1.2536E+18,2020-04-24 08:20:54+00:00,Im going st May boeka SOMEONE STOP ME I DARE YOU,,,during
97,21,1.26395E+18,2020-05-22 21:48:09+00:00,still fact hit transfer market someone else I got stuck Ronald,,"Cape Town, South Africa",during
98,22,1.26395E+18,2020-05-22 21:41:47+00:00,Yoh.. guys think I UWC My friends I use drik Dums like speaker move ... Since I always hungry I use charge people CAF song requests I buy dyt I miss days dums partner amp dinge,,"Cape Town, South Africa",during
99,23,1.24912E+18,2020-04-11 23:21:47+00:00,photos go unnoticed,,,during
100,24,1.25358E+18,2020-04-24 06:42:37+00:00,days go open stores Were looking forward seeing,,,during
101,25,1.28851E+18,2020-07-29 16:06:46+00:00,today I got told I look VERY ugly without make I know wearing make,,,during
102,26,1.28142E+18,2020-07-10 03:03:15+00:00,Luqmaan fighting julle demons,,,during
103,27,1.2627E+18,2020-05-19 11:14:38+00:00,Your soul please,,"Cape Town, South Africa",during
104,28,1.28172E+18,2020-07-10 22:56:01+00:00,CEO talking,,"Cape Town, South Africa",during
105,29,1.28852E+18,2020-07-29 16:44:44+00:00,lmao aint thang chicken wang,,,during
106,30,1.28851E+18,2020-07-29 16:10:27+00:00,Whoever told poes,,"Cape Town, South Africa",during
107,31,1.26888E+18,2020-06-05 12:09:03+00:00,yeah I Im gon na lie But Im fighting tl Ive stopped,,,during
108,32,1.25342E+18,2020-04-23 20:26:55+00:00,SA influenzas celebs really funny hey theyre gawddamn cringe,,,during
109,33,1.25367E+18,2020-04-24 12:47:40+00:00,Finally someone said itEven person try funny muchRepeating jokes things want brag,,"Elsies River, South Africa",during
110,34,1.26416E+18,2020-05-23 11:48:55+00:00,Take pie waai,,"Cape Town, South Africa",during
111,35,1.28852E+18,2020-07-29 16:46:37+00:00,Aweh cares say right,,"Cape Town, South Africa",during
112,36,1.26889E+18,2020-06-05 13:14:00+00:00,Still interacting abusers tl,,,during
113,37,1.28163E+18,2020-07-10 16:54:28+00:00,maybe maybe time I forgave sake sake Allah making duah heart heals finds contentment insha Allah,,,during
114,38,1.26395E+18,2020-05-22 21:43:06+00:00,Upper caf Ive never able rude table since,,,during
115,39,1.2627E+18,2020-05-19 11:19:24+00:00,Your request denied,,"Cape Town, South Africa",during
116,40,1.28168E+18,2020-07-10 19:47:34+00:00,G R O W T H,,"Cape Town, South Africa",during
117,41,1.26416E+18,2020-05-23 11:50:02+00:00,I miss hearing say esp dums table,,,during
118,42,1.24915E+18,2020-04-12 01:26:23+00:00,really like,,,during
119,43,1.26417E+18,2020-05-23 12:05:04+00:00,one us,,,during
120,44,1.2627E+18,2020-05-19 11:13:32+00:00,Yes yes I would actually,,,during
121,45,1.28172E+18,2020-07-10 22:46:59+00:00,Mb brah followers k tweets auj,,,during
122,46,1.25973E+18,2020-05-11 06:00:51+00:00,yes Im holding stomach dont see much Ive picked,,,during
123,47,1.24915E+18,2020-04-12 01:23:51+00:00,So efforts,,"Cape Town, South Africa",during
124,48,1.2845E+18,2020-07-18 14:39:32+00:00,There 's always exception rule,,"Elsies River, South Africa",during
125,49,1.26417E+18,2020-05-23 12:10:36+00:00,n't judge I slatting Milo 's left right centre,,"Cape Town, South Africa",during
126,50,1.2627E+18,2020-05-19 11:16:27+00:00,ima give soul carton,,,during
127,51,1.26416E+18,2020-05-23 11:57:36+00:00,I 'm sure baby shaak I remember I talking much trash table I told someone Muslim vrieting alot vark table ne.. yoh I felt sleg afterwards I apologize afterwards,,"Cape Town, South Africa",during
128,52,1.28143E+18,2020-07-10 03:11:17+00:00,Do n't,,"Cape Town, South Africa",during
129,53,1.28671E+18,2020-07-24 16:52:25+00:00,Dusk ... capetown Camps Bay Western Cape South Africa,"dusk, blue, yellow, orange, sky, ocean, mountain, nature, freshair, sunlight, walk, campsbay, southafrica, rsa_minimal, gratefulforthesemoments","Cape Town, South Africa",during
130,54,1.2728E+18,2020-06-16 07:55:02+00:00,get day started Visited special route spot Constantia Green-belt,"soloride, freshair, wearingamask, mtbride, braaitime","Cape Town, South Africa",during
131,55,1.25871E+18,2020-05-08 10:52:25+00:00,Lockdown permitted outdoors exercise Fresh air Healthy bodies Healthy minds sa Cape Town Western Province South Africa,"lockdown, exercise, freshair, healthylifestyle","Cape Town, South Africa",during
132,56,1.24894E+18,2020-04-11 11:35:15+00:00,Just regular software engineer job,"lockdownlife, work, play, freshair","Cape Town, South Africa",during
133,57,1.25295E+18,2020-04-22 13:25:20+00:00,Im desperate yard time I might actually hike Lions Head,"lockdown, Capetown, Lionshead, exercise, freshair, iliveinabox","Cape Town, South Africa",during
134,58,1.282E+18,2020-07-11 17:14:55+00:00,,"SaturdayMood, freshair, winter",Hout Bay Beach,during
135,59,1.26302E+18,2020-05-20 08:21:21+00:00,Lions Head Saturday morning Missing mountain beautiful views offers ... ...,"lionshead, hike, mountain, freshair, peace, views, capetown, southafrica, lockdown",,during
136,60,1.27935E+18,2020-07-04 09:59:53+00:00,Surfers Corner,"freshair, relaxation, muizenberg, excercise","Cape Town, South Africa",during
137,61,1.26717E+18,2020-05-31 19:01:36+00:00,A sense freedom,FreshAir,Grand Cafe and Beach,during
138,62,1.28892E+18,2020-07-30 19:18:10+00:00,I really enjoyed tonight 's EnviroChat,"Pietermaritzburg, LandfillSiteFire, AirPollution, EnviroChatWithLesego, EnviroChat, environmental, COVID19","Johannesburg, South Africa",during
139,63,1.24596E+18,2020-04-03 06:41:20+00:00,iyoooooowe,,"Soweto, South Africa",during
140,64,1.27729E+18,2020-06-28 17:36:03+00:00,You know mos,,"Roodepoort, South Africa",during
141,65,1.25623E+18,2020-05-01 14:13:33+00:00,Covid break anything.It exposed already broken.We waste opportunity fix it.It might last..,"youpayitforward, peoplematter, economy, poverty, health, education, equality, housing, sanitation, employment, cleanair","Randburg, South Africa",during
142,66,1.24746E+18,2020-04-07 09:35:22+00:00,Do n't let lockdown infect mind Read exercise eat well-that means keep diet check And n't forget pray,"Day12OfLockdown, covid19, coronavirus, isolated, freshair, lockdown, fashion, stilllookcutetho","Roodepoort, South Africa",during
143,67,1.27939E+18,2020-07-04 12:08:05+00:00,Isolation causing havoc ... .missing cycling,"outdoors, cycling, freshair, dogsbarcking, exploring, neighborhood","Edenvale, South Africa",during
144,68,1.25798E+18,2020-05-06 10:17:48+00:00,On road nowhere ... ... mask Edenvale Gauteng South Africa,"mtb, mtblife, mtblifestyle, cannondale, cannondalemtb, lockdown, lockdownsa, sun, freshair","Edenvale, South Africa",during
145,69,1.28454E+18,2020-07-18 17:09:57+00:00,Always chasing sunshine,"girlswhohike, Saturdaywalks, sunshine, freshair","Sandton, South Africa",during
146,70,1.27456E+18,2020-06-21 04:29:03+00:00,Immunological angle deficiency nexus transmission,"AirPollution, VitaminD, COVID19","Central, Ghana",during
147,71,1.27456E+18,2020-06-21 04:17:30+00:00,exposure deficiency nexus transmission,"AirPollution, VitaminD, COVID19","Central, Ghana",during
148,72,1.26207E+18,2020-05-17 17:05:19+00:00,Thoughts part response go forward let us reduce reducing,"indoor, airquality, Africa, cleanenergy, COVID19, BuildBackBetter, injustice, AirPollution, policies, inequalities, cleancooking","Nairobi, Kenya",during
149,73,1.25775E+18,2020-05-05 18:53:53+00:00,What indoors ensure households means good A short commentary- let us take action,"Airpollution, COVID19, cleanenergy, Africa, cookinginquarantine, AirQuality","Nairobi, Kenya",during
150,74,1.25292E+18,2020-04-22 11:33:18+00:00,,,,during
151,75,Did know people In world breathe unsafe air actually every people world breathe air considered safe This conversation currently ongoing join using link,2020-04-22 11:33:18+00:00,15,,,during
152,76,1.25774E+18,2020-05-05 18:27:11+00:00,Air pollution Africa time COVID-19 commentary Exposure indoor air pollution elephant room directives stay home yet health burden indoor pollution high,,,during
153,77,1.25572E+18,2020-04-30 05:03:46+00:00,The AQI Good Nairobi see AirVisual,,"Nairobi, Kenya",during
154,78,1.278E+18,2020-06-30 16:28:49+00:00,The data open available online already huge step,AirQuality,"Nairobi, Kenya",during
155,79,1.26207E+18,2020-05-17 17:05:19+00:00,Thoughts part response go forward let us reduce reducing,"indoor, airquality, Africa, cleanenergy, COVID19, BuildBackBetter, injustice, AirPollution, policies, inequalities, cleancooking","Nairobi, Kenya",during
156,80,1.278E+18,2020-06-30 16:25:16+00:00,Oh stinks With rise low cost sensors I hope way researchers get access,,,during
157,81,1.26707E+18,2020-05-31 12:38:25+00:00,Weve recently published one registry based studies Africa utilising relatively well developed EMR death registry Botswana Even authors took us well six months collate clean check data,,,during
158,82,1.26733E+18,2020-06-01 05:31:30+00:00,In workshop looking health data told Botswana process digitizing gotten last year..,airquality,"Nairobi, Kenya",during
159,83,1.2491E+18,2020-04-11 22:30:06+00:00,Weekend Drive around Nairobi Nairobi,"mask, FreshAir","Nairobi, Kenya",during
160,84,1.25882E+18,2020-05-08 17:56:58+00:00,... ... ...,"karuaforest, workout, enjoylife, sunshine, freshair, stayfit, stayyoung, monkey, workoutmotivation, workoutplan, workouttime, workouttime, stayyoung, stayfit, stayhappyandhealthy, healthyskin","Nairobi, Kenya",during
161,85,1.24899E+18,2020-04-11 14:55:57+00:00,nature ... ... ...,"walkingonsunshine, forest, monkeys, butterfly, birds, flowerpower, freshair, workout, outofafrica, kenya, nairobi, lockdown, freshair, workout, talk, flowerpower, happiness, sunshine","Nairobi, Kenya",during
162,86,1.27541E+18,2020-06-23 12:45:53+00:00,Happening First virtual meeting Gap Report w/ Steering Committee lead authors partners Assessing pre- current world inform talks,"emissions, emissions, COVID, ClimateChange",Runda Estate,during
163,87,1.24907E+18,2020-04-11 20:32:12+00:00,Hi I liked report effect K'la It really legit need learn loads It wo 'd inform policy order indeed,"lockdown, airquality, StayHomeSaveLifes","Wakiso, Uganda",during
164,88,1.25793E+18,2020-05-06 07:07:33+00:00,Wearing certain commonly seen partial face masks covering nose mouth openings block pollen dust large particulates Covid-19 aerosols For Covid-19 require type known N95 For frontline workers full PPEs Plan vital N95,,"Kampala, Uganda",during
165,0,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
166,1,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
167,2,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
168,3,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
169,4,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
170,5,1.3029E+18,2020-09-07 09:05:46+00:00,What contribution especially Take Action today,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling","Lagos, Nigeria",post
171,6,1.30289E+18,2020-09-07 08:55:02+00:00,Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,WorldCleanAirDay,,post
